id_lieu;realisateur_ice;fk_oeuvre;fk_localisation;date_de_debut;date_de_fin
2016-1802;ERIC ROCHANT;433;3671;2016-01-18;2016-01-18
2019-366;Ziad DOUEIRI;114;3428;2019-03-21;2019-03-23
2018-801;Jeanne Balibar;569;5226;2018-07-10;2018-07-10
2018-816;Eric Meng;721;4474;2018-07-11;2018-07-11
2019-1582;SYLVIE OHAYON;378;2920;2019-11-19;2019-11-19
2016-1807;ARNAUD MALHERBE;127;4454;2016-04-25;2016-04-25
2019-373;Claus DREXLER;820;1449;2019-03-28;2019-03-29
2018-818;LUCIE BORLETEAU;125;1908;2018-07-11;2018-07-12
2018-827;Gabriel Julien Laferrière;109;3842;2018-07-23;2018-07-23
2017-372;MATTHEW WEINER;773;1894;2017-08-14;2017-08-15
2016-1811;JEANNE HERRY;2;4448;2016-10-03;2016-10-03
2016-521;NOVEMIE LVOVSKY;189;5248;2016-04-16;2016-04-16
2018-835;Marc Fitoussi;728;3130;2018-07-16;2018-07-17
2019-470;Damien Chazelle;764;2092;2019-05-07;2019-05-08
2017-89;ELEONORE POURRIAT;318;4166;2017-03-08;2017-03-08
2016-1813;JEFFREY REINER;761;2896;2016-12-08;2016-12-08
2016-545;CHRISTOPHE DELPIAS;40;243;2016-11-30;2016-11-30
2019-463;Elsa Bennett et Hippolyte Dard;358;283;2019-05-07;2019-05-11
2019-1464;n/a;46;597;2019-10-28;2019-10-28
2016-2593;SAMBA MBALLO;803;484;2016-07-03;2016-07-03
2016-1814;ERIC GUIRADO;825;131;2016-09-29;2016-09-29
2016-551;ARNAUD DESPLESCHIN;491;5163;2016-10-05;2016-10-05
2019-479;Xavier DURRINGER;798;3157;2019-05-21;2019-05-22
2019-1469;Darren Star;222;1828;2019-10-30;2019-10-30
2016-2596;FREDERIC MERMOUD;229;4188;2016-10-06;2016-10-06
2016-1823;ROBIN CAMPILLO;5;5370;2016-09-14;2016-09-14
2016-559;CYPRIEN VIAL;221;3831;2016-07-07;2016-07-07
2019-483;BERNARD STORA;847;3181;2019-05-22;2019-05-23
2019-1485;Bruno Dumont;627;3827;2019-11-06;2019-11-06
2016-2604;VALERIE LEMERCIER;557;5200;2016-06-10;2016-06-10
2016-1847;FREDERIC MERMOUD;229;1801;2016-09-05;2016-09-05
2016-579;ADITYA CHOPRA;82;4803;2016-02-25;2016-02-25
2019-491;Laurent TUEL;588;3571;2019-05-17;2019-05-18
2018-847;CEDRIC LE GALLO et MAXIME GOVARE;417;1838;2018-07-25;2018-07-25
2017-100;Masaki NISHIURA;292;4745;2017-03-16;2017-03-16
2016-1874;CHAD CHENOUGA;408;4943;2016-04-25;2016-04-25
2016-2107;MAHAMAT-SALEH HAROUN;823;4525;2016-11-15;2016-11-15
2019-1479;Antoine GARCEAU - Marc FITOUSSI;204;4274;2019-11-07;2019-11-07
2018-860;Simon Bouisson;416;249;2018-07-25;2018-07-26
2017-112;Michel Blanc;855;1933;2017-09-04;2017-09-04
2016-1876;RACHID HAMI;405;4188;2016-07-18;2016-07-18
2016-2115;MAXIME GOVARE;338;4024;2016-09-29;2016-09-29
2018-843;frederic Berthe;588;5151;2018-07-17;2018-07-18
2018-1268;GREGORY MAGNE;373;842;2018-10-31;2018-10-31
2017-185;Jean-philippe Gaud;752;4292;2017-03-27;2017-03-27
2020-448;NICOLAS HERDT;333;1877;2020-09-03;2020-09-04
2016-2120;FRED GARSON;498;5241;2016-03-21;2016-03-21
2018-849;XAVIER DE CHOUDENS;176;1659;2018-07-20;2018-07-21
2018-1289;PIERRE TRIVIDIC ET PATRICK MARIO BERNARD;348;4188;2018-10-31;2018-10-31
2017-187;Jean-philippe Gaud;752;4461;2017-04-07;2017-04-07
2020-472;Franck DUBOSC;702;2306;2020-09-16;2020-09-16
2016-2155;LAURENT PERREAU;381;1377;2016-04-25;2016-04-25
2018-1267;GREGORY MAGNE;373;2656;2018-11-01;2018-11-01
2019-241;Eli Ben-David;360;3558;2019-03-15;2019-03-15
2017-192;Alain Chabat;802;4397;2017-03-20;2017-03-21
2020-500;FABRICE EBOUE;77;411;2020-09-16;2020-09-17
2016-2177;ADITYA CHOPRA;82;1902;2016-04-25;2016-04-25
2018-1285;Eric Toledano et Olivier Nakache;293;479;2018-10-30;2018-11-02
2019-242;Eli Ben-David;360;3459;2019-03-12;2019-03-12
2017-226;;802;2841;2017-03-27;2017-03-28
2020-516;Anais Volpé;230;3846;2020-10-05;2020-10-06
2020-721;Hugo GÉLIN;54;1354;2020-10-30;2020-10-30
2019-236;Claus DREXLER;820;4370;2019-03-12;2019-03-12
2019-543;ERIC JUDOR;650;4670;2019-05-28;2019-05-28
2017-247;ZABOU BREITMAN;136;558;2017-03-31;2017-04-01
2019-295;SAMIR GUESMI;298;2206;2019-03-14;2019-03-14
2020-752;Frederic TELLIER;278;4378;2020-10-24;2020-10-24
2019-533;Marc RECUENCO;225;3731;2019-06-11;2019-06-11
2019-1506;Antoine GARCEAU - Marc FITOUSSI;204;54;2019-11-12;2019-11-12
2017-133;ALEXANDRA LECLERE;271;1043;2017-03-23;2017-03-23
2019-306;Noemie Saglio - Renaud Bertrand;649;4456;2019-03-25;2019-03-26
2019-726;FRANCK GASTAMBIDE;837;2240;2019-06-26;2019-06-28
2019-1532;;726;3626;2019-11-11;2019-11-13
2019-1538;Jim Bagdonas;578;214;2019-11-14;2019-11-14
2017-2;ZABOU BREITMAN;146;4514;2017-02-17;2017-02-17
2019-310;Ziad DOUEIRI;114;3667;2019-03-22;2019-03-22
2019-1680;Antoine GARCEAU - Marc FITOUSSI;204;3235;2019-12-03;2019-12-04
2019-1541;Leila Bouzid;827;1646;2019-12-04;2019-12-04
2018-911;Elia Suleiman;311;4148;2018-08-12;2018-08-13
2017-55;Franck Ribiere;390;1403;2017-03-10;2017-03-10
2019-323;Ludovic Colbeau-Justin;447;2243;2019-03-29;2019-03-29
2019-1700;EMMANUEL MOURET;484;779;2019-12-04;2019-12-05
2019-1542;Leila Bouzid;827;1174;2019-11-28;2019-11-29
2018-924;;774;3678;2018-08-05;2018-08-05
2017-67;Yuri Rossi;546;813;2017-03-14;2017-03-14
2019-344;Alex Zamm;735;4150;2019-04-01;2019-04-01
2016-619;PHILIPPE GARREL;351;4871;2016-07-04;2016-07-04
2018-888;Julius Berg;620;3461;2018-07-30;2018-07-30
2019-213;Daniel COHEN;349;1172;2019-03-01;2019-03-01
2017-352;VIRGINIE SAUVEUR;463;1991;2017-09-01;2017-09-01
2016-302;CHANG KEUN CHUN;770;2570;2016-10-19;2016-10-19
2016-661;FREDERIC FORESTIER;584;3192;2016-03-14;2016-03-14
2018-891;Julius Berg;620;2791;2018-07-30;2018-07-30
2019-215;Christophe Honoré;589;4841;2019-03-14;2019-03-15
2017-295;MARTIAL SCHMELTZ;251;3549;2017-04-13;2017-04-13
2016-308;GABRIEL AGHION;427;1311;2016-06-10;2016-06-10
2016-2240;SEBASTIEN CIRADE;468;5109;2016-03-10;2016-03-10
2018-916;Elia Suleiman;311;2232;2018-08-05;2018-08-05
2019-225;SAMIR GUESMI;298;1156;2019-03-11;2019-03-13
2017-298;Christopher Mac Quarrie;274;1954;2017-04-11;2017-04-11
2016-311;ETIENNE COMAR;205;2713;2016-03-04;2016-03-04
2020-768;FRED GARSON;831;218;2020-11-02;2020-11-02
2018-925;;774;5362;2018-08-05;2018-08-05
2019-1549;Trivikram Srinivas;33;460;2019-11-08;2019-11-08
2017-503;Daniel Auteuil;456;4284;2017-09-15;2017-09-15
2016-334;CHRISTOPHE DELPIAS;40;1536;2016-11-25;2016-11-25
2020-805;Dany BOON;14;4348;2020-11-09;2020-11-11
2019-191;Ziad DOUEIRI;114;2861;2019-02-25;2019-03-09
2017-369;Mabrouk El Mechri;607;1346;2017-08-24;2017-08-24
2017-526;Mathieu Sapin;454;4224;2017-09-18;2017-09-19
2016-343;JAMES FOLEY;263;4208;2016-07-19;2016-07-20
2018-1079;Amro Hamzawi;246;1355;2018-09-27;2018-09-28
2019-192;IGOR GOTESMAN;242;4238;2019-02-19;2019-02-19
2016-2611;FABRICE GOBERT;345;906;2016-10-07;2016-10-07
2016-388;JEAN FRANCOIS DAVY;850;1744;2016-05-30;2016-05-30
2018-1094;Stéphane Batut;411;4649;2018-09-14;2018-09-14
2019-214;Christophe Honoré;589;399;2019-03-12;2019-03-13
2016-2620;LIU CHUN-CHIEN;521;5338;2016-12-15;2016-12-15
2017-551;Quentin Dupieux;63;903;2017-09-26;2017-09-27
2016-391;REEM KHERICI;336;2584;2016-07-29;2016-07-29
2018-1103;Didier BIVEL;808;388;2018-09-26;2018-09-26
2019-221;SAMIR GUESMI;298;2774;2019-02-28;2019-03-04
2017-101;Masaki NISHIURA;292;3674;2017-03-16;2017-03-16
2017-566;Jonathan Desoindre;742;4154;2017-09-21;2017-09-21
2016-1882;ALAN SWYER;614;4727;2016-08-29;2016-08-29
2016-722;NOVEMIE LVOVSKY;189;752;2016-04-19;2016-04-19
2019-556;ANTOINE CHEVROLLIER;80;2267;2019-06-10;2019-06-11
2017-104;Masaki NISHIURA;292;4393;2017-03-15;2017-03-15
2017-436;Jeffrey Chiang;779;19;2017-09-01;2017-09-01
2016-1887;EMMANUEL FINKIEL;388;4301;2016-10-25;2016-10-25
2016-736;JEANNE HERRY;2;4887;2016-09-06;2016-09-06
2017-356;Saphia Azzeddine et François-Régis Jeanne;228;2605;2017-08-17;2017-08-17
2017-105;Ludovic BERNARD;232;2199;2017-03-13;2017-03-13
2017-470;PHILIPPE HAREL;799;744;2017-09-12;2017-09-12
2016-1904;MELANIE LAURENT;653;4773;2016-04-07;2016-04-07
2016-740;NOVEMIE LVOVSKY;189;653;2016-03-01;2016-03-05
2017-366;Clint Eastwood;760;3128;2017-08-24;2017-08-24
2017-111;Michel Blanc;855;1933;2017-09-05;2017-09-05
2017-624;Bryan Marciano;848;5111;2017-10-06;2017-10-06
2016-1911;CHRISTOPHE BARRAUD;465;450;2016-10-31;2016-10-31
2016-741;AUDREY DANA;718;5397;2016-03-08;2016-03-09
2017-87;ZABOU BREITMAN;131;2338;2017-03-03;2017-03-03
2017-120;Eric Woreth;358;4065;2017-03-31;2017-03-31
2017-696;Philippe FAUCON;249;1315;2017-05-29;2017-05-29
2016-1931;EMMANUEL FINKIEL;388;4521;2016-08-16;2016-08-16
2016-743;VALERIE LEMERCIER;557;3087;2016-04-29;2016-04-29
2016-2608;ERIC DELAVAINE;364;4387;2016-08-09;2016-08-09
2017-191;CECILIA ROUAUD;91;4923;2017-03-27;2017-03-28
2017-601;NICOLAS HERDT;154;4923;2017-10-27;2017-10-27
2016-1943;FREDERIC MERMOUD;229;1570;2016-11-21;2016-11-21
2016-744;SOU ABADI;128;4187;2016-05-02;2016-05-02
2016-2628;ARNAUD DESPLESCHIN;491;130;2016-09-05;2016-09-05
2017-231;Mia Engberg;537;1792;2017-04-11;2017-04-12
2017-615;Stephen Woolfenden;852;1213;2017-10-09;2017-10-09
2016-1978;CHAD CHENOUGA;408;2054;2016-02-23;2016-02-23
2016-745;VALERIE LEMERCIER;557;2962;2016-05-03;2016-05-03
2017-102;Masaki NISHIURA;292;4234;2017-03-16;2017-03-16
2017-235;Sergi Portabella;325;4387;2017-04-10;2017-04-10
2017-823;Jonathan Desoindre;742;3278;2017-10-30;2017-10-30
2020-525;Fanny Sidney;327;714;2020-09-28;2020-10-03
2016-756;DOMINIC SAVAGE;765;3899;2016-10-20;2016-10-20
2017-114;Eric Woreth;358;3162;2017-03-27;2017-03-27
2017-238;Sergi Portabella;325;4384;2017-04-10;2017-04-10
2017-829;MARIE-CASTILLE MENTION-SCHAAR;391;337;2017-10-31;2017-10-31
2020-526;Jacques Audiard;507;96;2020-10-08;2020-10-08
2017-115;Eric Woreth;358;4369;2017-03-31;2017-03-31
2017-3;CECILIA ROUAUD;91;605;2017-03-01;2017-03-01
2017-830;MARIE-CASTILLE MENTION-SCHAAR;391;3577;2017-10-31;2017-10-31
2020-533;Frederic TELLIER;278;4532;2020-09-29;2020-09-30
2017-122;;802;4434;2017-03-17;2017-03-18
2017-27;Stéphane et David FOENKINOS;317;1864;2017-02-24;2017-02-24
2017-837;Bryan Marciano;848;2549;2017-10-20;2017-10-20
2020-536;David CHARHON;436;4401;2020-10-11;2020-10-11
2017-252;Thomas Lilti;660;4918;2017-03-30;2017-03-30
2017-32;ZABOU BREITMAN;131;1384;2017-02-22;2017-02-22
2017-844;Sophie Levy;520;4884;2017-11-06;2017-11-06
2020-573;FRED GARSON;831;4150;2020-10-06;2020-10-06
2017-129;ZABOU BREITMAN;131;5033;2017-03-10;2017-03-11
2017-57;Franck Ribiere;390;1403;2017-03-10;2017-03-11
2017-857;Nicole Palo;461;131;2017-11-09;2017-11-09
2019-1635;Azazel Jacobs;264;5290;2019-12-06;2019-12-06
2017-131;Emmanuel GILLIBERT;485;1050;2017-03-17;2017-03-17
2017-70;Yuri Rossi;546;4883;2017-03-13;2017-03-13
2017-865;Nicole Palo;461;1771;2017-11-14;2017-11-14
2019-1653;Tien-Jen HUANG;720;3976;2019-11-27;2019-11-27
2017-6;ZABOU BREITMAN;131;2792;2017-02-14;2017-02-14
2017-321;Thomas Lilti;660;1439;2017-05-11;2017-05-11
2017-867;Marc André Brunet et Manu Joucla;372;5342;2017-11-09;2017-11-09
2019-1654;Tien-Jen HUANG;720;4537;2019-11-26;2019-12-01
2017-18;Alain Chabat;802;3397;2017-02-27;2017-02-28
2017-268;Matthieu MARES-SAVELLI;527;2185;2017-04-13;2017-04-13
2017-943;Steven Conrad;533;3335;2017-11-07;2017-11-07
2019-1661;Nicolas BEDOS;621;1955;2019-12-09;2019-12-09
2017-45;Cécilia Rouaud;91;5208;2017-03-03;2017-03-03
2017-294;MARTIAL SCHMELTZ;251;4750;2017-04-13;2017-04-14
2017-999;M. CHOY CHING SHING CLEMENT;598;4170;2017-11-24;2017-11-24
2019-1672;Tien-Jen HUANG;720;5330;2019-12-01;2019-12-01
2017-60;Frédéric Auburtin - Thomas Langmann;736;822;2017-03-02;2017-03-02
2017-302;Christopher Mac Quarrie;274;4389;2017-04-25;2017-04-25
2017-1010;Nadav Lapid;746;2372;2017-12-08;2017-12-08
2018-1048;Matt bloom, Ronan Burke;632;4667;2018-09-07;2018-09-07
2018-1373;ANTOINE GARCEAU;295;3380;2018-11-09;2018-11-10
2017-62;Nicolas Guicheteau;588;5350;2017-03-14;2017-03-14
2017-145;Rachid Bouchareb;85;2497;2017-03-28;2017-03-28
2017-721;LUDOVIC BERNARD;61;4439;2017-10-19;2017-10-19
2016-408;FABRICE EBOUE;156;93;2016-10-31;2016-10-31
2019-713;;644;32;2019-06-19;2019-06-19
2017-314;ZABOU BREITMAN;131;4631;2017-04-19;2017-04-20
2017-500;Kheiron;563;2017;2017-09-04;2017-09-04
2017-727;LUDOVIC BERNARD;61;1944;2017-10-23;2017-10-23
2016-411;MAHAMAT-SALEH HAROUN;823;3817;2016-11-15;2016-11-15
2019-1302;THOMAS BOURGUIGNON;713;1430;2019-10-10;2019-10-11
2017-323;Thomas Lilti;660;4918;2017-05-09;2017-05-10
2017-506;Daniel Auteuil;456;2814;2017-09-14;2017-09-15
2017-1219;Elsa Bennett Hippolyte Dard;153;4475;2017-06-05;2017-06-06
2016-426;FREDERIC JARDIN;229;1879;2016-06-15;2016-06-15
2019-1308;Mathias Malzieu;833;319;2019-10-18;2019-10-19
2017-349;VIRGINIE SAUVEUR;463;539;2017-09-06;2017-09-07
2017-519;MARIE-CASTILLE MENTION-SCHAAR;391;321;2017-09-18;2017-09-18
2017-803;Jonathan Desoindre;742;4935;2017-10-27;2017-10-27
2016-434;CHRISTOPHE BARRAUD;465;967;2016-10-27;2016-10-27
2019-1310;Mathias Malzieu;833;4472;2019-10-16;2019-10-16
2017-264;ELEONORE POURRIAT;318;2150;2017-04-03;2017-04-03
2017-525;Flavia Castro;331;1403;2017-09-13;2017-09-13
2017-1060;;172;3305;2017-11-30;2017-11-30
2016-438;JEANNE HERRY;2;593;2016-09-13;2016-09-13
2018-1386;Jezabel MARQUES NAKACHE;729;1252;2018-11-12;2018-11-12
2017-266;ZABOU BREITMAN;131;3190;2017-04-04;2017-04-04
2017-527;Mathieu Sapin;454;4430;2017-09-18;2017-09-18
2017-1062;;172;235;2017-11-30;2017-11-30
2016-453;MICHEL HAZANAVICIUS;457;4699;2016-08-24;2016-08-24
2018-1403;Eric Toledano et Olivier Nakache;293;2129;2018-11-13;2018-11-13
2017-274;ERIC LE ROUX;39;4684;2017-04-24;2017-04-24
2017-556;Alexandre Claudin;783;4869;2017-10-05;2017-10-05
2017-1070;Steven Conrad;533;3658;2017-11-30;2017-12-01
2016-481;COLOMBE SAVIGNAC;459;4848;2016-07-05;2016-07-05
2018-1405;;726;576;2018-11-20;2018-11-20
2017-293;MARTIAL SCHMELTZ;251;4863;2017-04-13;2017-04-13
2017-438;Jeffrey Chiang;779;4180;2017-08-29;2017-08-29
2017-1074;Olivier ASSAYAS;213;738;2017-12-12;2017-12-12
2016-484;VIRGINE SCSWARTZ;529;1054;2016-11-10;2016-11-10
2018-1408;CHUN CHIEH;118;3240;2018-11-21;2018-11-21
2017-619;Maxime Matray et Alexia Walther;88;976;2017-10-20;2017-10-21
2017-446;Mikhael Hers;44;2293;2017-08-30;2017-08-31
2017-1095;Sarah Marx;367;3072;2017-12-15;2017-12-15
2016-1990;ARNAUD DESPLESCHIN;491;184;2016-10-14;2016-10-14
2019-1361;Anna Cazanave-Cambet;185;1019;2019-10-15;2019-10-16
2017-136;ALEXANDRA LECLERE;271;4332;2017-03-21;2017-03-22
2017-639;Sinan Öztürk;171;4228;2017-10-03;2017-10-03
2017-896;David Hourrègue;726;3226;2017-11-13;2017-11-13
2016-2014;NOVEMIE LVOVSKY;189;653;2016-04-22;2016-04-22
2019-1365;Anna Cazanave-Cambet;185;3518;2019-10-17;2019-10-18
2017-172;Zhang bo li et Wang chen Xi;719;1385;2017-03-20;2017-03-20
2017-662;ALEXANDRE CASTAGNETTI;749;2222;2017-10-13;2017-10-13
2017-908;JULIEN CARPENTIER;562;742;2017-11-14;2017-11-14
2016-2017;VALERIE LEMERCIER;557;4358;2016-05-11;2016-05-11
2019-1368;Anna Cazanave-Cambet;185;4698;2019-10-18;2019-10-19
2017-544;Antoine Chevrollier - Ziad Doueiri;80;4287;2017-10-02;2017-10-02
2017-666;FELIX MOATI;196;5218;2017-10-17;2017-10-18
2017-921;Nadav Lapid;746;3623;2017-11-10;2017-11-10
2016-2022;TEDDY LUSSI MODESTE;111;3028;2016-08-30;2016-08-30
2018-1433;Jean Paul SALOME;387;890;2018-11-19;2018-11-19
2017-555;ELEONORE POURRIAT;318;2556;2017-04-27;2017-04-28
2017-669;MARIE-CASTILLE MENTION-SCHAAR;391;2798;2017-10-10;2017-10-10
2017-1143;ALEXANDRA LECLERE;271;1585;2017-05-10;2017-05-10
2016-2025;OLIVIER AYACHE VIDAL;284;139;2016-10-20;2016-10-20
2018-1436;Valérie Donzelli;606;2444;2018-11-14;2018-11-14
2017-568;Huo Jianqi;701;4454;2017-09-27;2017-09-27
2017-681;Titus Selge;731;3237;2017-10-10;2017-10-10
2017-1148;Frank BELLOCQ;531;1637;2017-05-19;2017-05-19
2016-2062;ERIC ROCHANT;433;345;2016-01-18;2016-01-18
2018-1461;Hirokazu Kore-Eda;422;2007;2018-11-23;2018-11-23
2017-469;PHILIPPE HAREL;799;2096;2017-09-11;2017-09-11
2017-684;Nath DUMONT;599;4934;2017-04-27;2017-04-27
2017-1156;Christopher Mac-Quarrie;274;4709;2017-04-29;2017-04-29
2020-621;Stevan Lee Mraovitch;195;3253;2020-10-13;2020-10-14
2019-1093;XAVIER GIANNOLI;160;2516;2019-09-06;2019-09-07
2017-690;Patrick Cassir;661;3538;2017-10-16;2017-10-16
2017-380;Elena Cosson;266;1446;2017-08-18;2017-08-18
2017-1244;Léa Frédeval;470;4651;2017-06-09;2017-06-09
2020-626;FABIEN DUFILS;849;99;2020-10-12;2020-10-12
2019-1137;Darren Star;222;1592;2019-09-11;2019-09-11
2017-398;Jeffrey Chiang;779;1567;2017-08-24;2017-08-25
2017-395;Judith Davis;784;3946;2017-09-19;2017-09-19
2017-1249;Frank BELLOCQ;531;3772;2017-06-01;2017-06-02
2020-637;Franck Gastambide / David Diane;837;3269;2020-10-19;2020-10-19
2019-1383;JEAN-CHRISTOPHE DELPIAS;39;1374;2019-10-18;2019-10-18
2017-419;Laurent TUEL;734;4123;2017-08-29;2017-08-29
2017-404;Jeffrey Chiang;779;4273;2017-08-21;2017-08-22
2017-1044;JULIEN CARPENTIER;562;1186;2017-11-21;2017-11-21
2020-657;Theodore Bonnet;113;4181;2020-10-20;2020-10-20
2019-1410;Antoine GARCEAU - Marc FITOUSSI;204;843;2019-10-30;2019-10-31
2017-577;Stephen Woolfenden;852;4808;2017-09-25;2017-09-25
2017-421;Miguel Courtois;824;1114;2017-08-31;2017-08-31
2017-1045;Steven Conrad;533;382;2017-11-24;2017-11-25
2019-92;Mukesh Chhabra;343;3144;2019-01-11;2019-01-12
2018-769;Nathan Belloulou et Léonard Marti;375;572;2018-07-05;2018-07-05
2017-588;MARIE-CASTILLE MENTION-SCHAAR;391;3718;2017-10-03;2017-10-03
2017-582;MARIE-CASTILLE MENTION-SCHAAR;391;676;2017-10-07;2017-10-07
2017-1370;Elsa BENNETT et Hippolyte DARD;153;1687;2017-06-26;2017-06-27
2019-112;Danielle Arbid;637;1861;2019-02-18;2019-02-18
2018-774;Etienne Chatiliez;750;1555;2018-07-23;2018-07-23
2017-613;Stephen Woolfenden;852;4445;2017-10-09;2017-10-09
2017-598;Stephen Woolfenden;852;4384;2017-10-09;2017-10-09
2017-1378;Léa Frédeval;470;4767;2017-06-30;2017-06-30
2019-121;Justine TRIET;415;4346;2019-01-29;2019-01-29
2018-1478;;604;1300;2018-12-19;2018-12-19
2017-489;Stephen Woolfenden;852;4807;2017-10-12;2017-10-12
2017-485;Stephen Woolfenden;852;3693;2017-10-04;2017-10-04
2017-1388;Ziad Doueiri;80;4821;2017-07-11;2017-07-12
2016-509;FREDERIC MERMOUD;229;3960;2016-11-18;2016-11-18
2018-1495;Frederic Farrucci;410;4471;2018-12-06;2018-12-07
2017-851;Frank BELLOCQ;531;1116;2017-05-09;2017-05-10
2017-815;Jonathan Desoindre;742;5277;2017-11-10;2017-11-10
2017-1398;sophie marceau;587;4713;2017-07-03;2017-07-03
2016-513;EMMANUELLE BERCOT;393;306;2016-02-05;2016-02-05
2019-161;IGOR GOTESMAN;242;1187;2019-02-14;2019-02-14
2017-859;Nicolas SAADA;758;520;2017-11-07;2017-11-07
2017-828;MARIE-CASTILLE MENTION-SCHAAR;391;4142;2017-10-31;2017-10-31
2017-1409;Dan Sackheim;655;4746;2017-06-29;2017-06-30
2016-516;ADITYA CHOPRA;82;5230;2016-02-25;2016-02-25
2017-868;Marc André Brunet et Manu Joucla;372;4909;2017-11-17;2017-11-17
2017-845;Sophie Levy;520;4236;2017-11-06;2017-11-06
2017-1414;Dan Sackheim;656;5321;2017-06-26;2017-06-26
2016-577;JEANNE HERRY;2;2255;2016-09-14;2016-09-14
2017-757;Philippe GODEAU;780;3596;2017-10-19;2017-10-19
2017-861;Nicolas SAADA;758;177;2017-11-07;2017-11-07
2017-1417;STEPHAN KOPECKY;39;1002;2017-02-06;2017-02-06
2016-602;CHANG KEUN CHUN;770;4025;2016-10-12;2016-10-12
2017-1000;M. CHOY CHING SHING CLEMENT;598;4231;2017-11-22;2017-11-22
2017-866;Nicole Palo;461;2917;2017-11-14;2017-11-14
2017-1602;Laurent TUEL;734;2634;2017-08-23;2017-08-23
2016-2083;CYPRIEN VIAL;221;2469;2016-07-22;2016-07-22
2017-1007;Nadav Lapid;746;4342;2017-12-05;2017-12-05
2017-871;Marc André Brunet et Manu Joucla;372;1773;2017-11-09;2017-11-09
2017-1285;PIERRE ANDRE LHOMME;79;3082;2017-06-09;2017-06-09
2016-2085;TAREK BOUDALI;555;2423;2016-08-26;2016-08-26
2017-1012;Nadav Lapid;746;4709;2017-11-24;2017-11-24
2017-872;Marc André Brunet et Manu Joucla;372;1045;2017-11-21;2017-11-22
2017-1288;Christopher Mac Quarrie;274;4234;2017-05-02;2017-05-02
2016-2118;MANUEL BOURSINHAC;602;60;2016-01-13;2016-01-14
2017-709;Jonathan;742;3038;2017-10-20;2017-10-20
2017-891;Fred Cavayé;445;4490;2017-11-28;2017-11-29
2017-1174;Frank BELLOCQ;531;2443;2017-05-24;2017-05-25
2016-2127;ZABOU BREITMAN;131;5312;2016-12-29;2016-12-29
2017-938;Nicole Palo;461;1622;2017-11-16;2017-11-16
2017-770;Zhou gao wu;214;467;2017-10-31;2017-10-31
2017-1498;cheyenne carron;19;3818;2017-08-22;2017-08-22
2016-2146;MARTIN PROVOST;418;4872;2016-05-24;2016-05-24
2017-941;Ludovic Bernard;61;883;2017-11-20;2017-11-21
2017-785;Ken Biller;275;3508;2017-10-27;2017-10-27
2017-1526;Pawel PAWLIKOWSKI;157;188;2017-07-17;2017-07-17
2016-2149;DOMINIC SAVAGE;765;4813;2016-10-21;2016-10-21
2017-1195;Franck Dubosc;785;4470;2017-05-29;2017-05-29
2017-789;Pierre-André Lhomme;55;4804;2017-12-24;2017-12-24
2017-1536;VIANNEY LEBASQUE;475;759;2017-07-21;2017-07-22
2020-694;Carine Tardieu;500;4184;2020-10-22;2020-10-22
2017-1202;Cédric ANGER;353;223;2017-06-14;2017-06-15
2017-957;Nicole Palo;461;631;2017-11-09;2017-11-09
2017-1537;VIANNEY LEBASQUE;475;1626;2017-07-21;2017-07-21
2020-695;Carine Tardieu;500;1356;2020-10-22;2020-10-22
2017-807;Jonathan Desoindre;742;911;2017-10-31;2017-10-31
2017-969;Félix MOATI;7;3797;2017-11-21;2017-11-21
2017-1553;Alexandre Pierrin et Olivier Marquezy;210;863;2017-07-19;2017-07-19
2020-738;FRED GARSON;831;1553;2020-10-28;2020-10-29
2017-808;Jonathan Desoindre;742;3948;2017-10-31;2017-10-31
2017-985;MARION LAINE;429;2221;2017-12-09;2017-12-09
2017-1433;Andréas Bescond et Eric Métayer;481;1830;2017-07-05;2017-07-05
2020-741;Dany BOON;14;2598;2020-11-09;2020-11-10
2017-1096;Sarah Marx;367;4283;2017-12-15;2017-12-15
2017-994;NICOLAS SAADA;759;1607;2017-12-07;2017-12-07
2017-1300;alEXANDRA LECLERE;271;5054;2017-05-30;2017-05-31
2020-754;Clovis Cornillac;167;5179;2020-11-02;2020-11-02
2017-1107;Julien ABRAHAM;545;1316;2017-12-13;2017-12-13
2017-995;M. CHOY CHING SHING CLEMENT;598;4123;2017-11-25;2017-11-25
2017-1311;Rizal Mantovani;219;4010;2017-06-09;2017-06-09
2019-387;Ziad DOUEIRI;114;2802;2019-04-05;2019-04-05
2017-1113;Doria Achour / Sylvain Cattenoy;281;3120;2017-12-22;2017-12-22
2017-1015;DAVID OELHOFFEN;757;3833;2017-12-14;2017-12-14
2017-1317;Christopher Mac Quarrie;274;4792;2017-05-11;2017-05-11
2019-722;John WAX, Jean-Pascal ZADI;788;4339;2019-06-28;2019-06-28
2017-1119;HUGO GÉLIN;583;4467;2017-12-17;2017-12-17
2017-1022;;598;3735;2017-11-22;2017-11-22
2017-1357;Ken Scott;370;1403;2017-07-18;2017-07-20
2019-1685;;726;1391;2019-11-29;2019-11-30
2017-903;Marie Monge;335;2921;2017-11-09;2017-11-09
2017-703;Stephen Woolfenden;852;3821;2017-10-18;2017-10-18
2017-1673;mabrouk el Mechri;607;4889;2017-08-07;2017-08-07
2019-1695;Elie Wajeman;812;3293;2019-12-19;2019-12-20
2017-926;Nadav Lapid;746;4329;2017-11-24;2017-11-24
