id_lieu;realisateur_ice;fk_oeuvre;fk_localisation;date_de_debut;date_de_fin
2016-2417;ROBIN CAMPILLO;5;4457;2016-07-02;2016-07-02
2016-2328;MAHAMAT-SALEH HAROUN;823;3929;2016-11-23;2016-11-23
2016-2432;EMMANUEL FINKIEL;388;5325;2016-09-02;2016-09-02
2016-2329;FRANCOIS OZON;45;984;2016-11-28;2016-12-06
2020-935;Valérie Urrea et Nathalie Masduraud;283;860;2020-12-03;2020-12-03
2016-2330;EDOUARD DELUC;272;4042;2016-12-08;2016-12-08
2020-954;Valérie Donzelli;603;1968;2020-12-03;2020-12-08
2016-2334;JEAN LUC BERTRAND;547;4023;2016-04-28;2016-04-29
2020-974;Kilian Riedhof;854;5438;2020-12-07;2020-12-07
2016-2379;DAVID MOREAU;714;3982;2016-04-13;2016-04-13
2020-987;Christophe CAMPOS;648;3786;2020-12-03;2020-12-03
2020-838;ALEXANDRA LECLÈRE;571;3168;2020-11-13;2020-11-13
2016-929;OLIVIER MEYS;93;1674;2016-09-29;2016-09-29
2020-891;BOUVARD VIRET;262;4308;2020-11-14;2020-11-15
2016-950;E.TOLENADO/O.NAKACHE;444;1081;2016-07-25;2016-07-25
2020-900;Clovis Cornillac;167;4221;2020-11-09;2020-11-09
2016-981;FRED GARSON;498;2380;2016-02-09;2016-02-09
2020-907;Shirley Monsarrat;727;4089;2020-11-24;2020-11-24
2016-2491;MAURICE BARTHELEMY;489;1554;2016-08-26;2016-08-26
2016-827;ADITYA CHOPRA;82;3824;2016-05-17;2016-05-17
2016-2512;CHANG KEUN CHUN;770;3735;2016-10-15;2016-10-15
2016-846;ARNAUD MALHERBE;127;1902;2016-03-23;2016-03-25
2016-2528;MICHEL HAZANAVICIUS;457;3899;2016-07-26;2016-07-27
2016-851;ADITYA CHOPRA;82;4709;2016-02-26;2016-02-26
2020-994;Christophe CAMPOS;648;4208;2020-12-03;2020-12-03
2016-857;JEREMIE RENIER;478;331;2016-07-29;2016-07-29
2016-2647;CHRISTOPHE BARRAUD;465;182;2016-11-09;2016-11-09
2016-871;MELANIE LAURENT;653;5395;2016-05-19;2016-05-19
2016-2652;NICOLAS GUICHETEAU;588;84;2016-10-28;2016-10-28
2016-883;ANNE FONTAINE;559;4458;2016-09-09;2016-09-09
2016-2657;VLADIMIR RODIONOFF;542;433;2016-04-04;2016-04-04
2016-2412;MELANIE LAURENT;653;4951;2016-04-07;2016-04-07
2016-1047;RACHID HAMI;405;4963;2016-06-22;2016-06-22
2016-2419;STEPHANE KAZANDJIAN;67;2131;2016-07-25;2016-07-25
2020-1091;Sylvie Verheyde;739;4861;2020-12-22;2020-12-22
2016-2437;VALERIE LEMERCIER;557;422;2016-04-20;2016-04-20
2020-1113;Sylvie Verheyde;739;4884;2020-12-22;2020-12-22
2016-2444;LUCIEN JEAN BAPTISTE;300;4499;2016-02-10;2016-02-10
2020-1119;Sylvie Verheyde;739;4256;2020-12-22;2020-12-22
2016-2480;GABRIEL LAFERRIERE;588;4028;2016-06-07;2016-06-07
2020-1124;Sylvie Verheyde;739;4921;2020-12-22;2020-12-22
2020-916;FREDERIC BERTHE / ERIC LE ROUX;59;984;2020-12-03;2020-12-03
2016-1109;ADITYA CHOPRA;82;4419;2016-04-26;2016-04-26
2020-918;Franck Gastambide / David Diane;837;1728;2020-12-04;2020-12-05
2016-1126;FREDERIC MERMOUD;229;1139;2016-12-12;2016-12-12
2020-958;Antony Hickling;209;4036;2020-11-21;2020-11-21
2016-1157;ANNE LE NY;407;3008;2016-12-07;2016-12-08
2020-961;Philippe Le Guay;406;3561;2020-11-23;2020-11-23
2016-1168;GABRIEL AGHION;427;1717;2016-07-08;2016-07-08
2020-988;Christophe CAMPOS;648;3786;2020-12-03;2020-12-03
2016-1181;CEDRIC IDO;426;3869;2016-08-03;2016-08-03
2016-921;NADIR MOKNECHE;526;493;2016-04-28;2016-04-28
2016-1193;ANNE FONTAINE;559;251;2016-09-05;2016-09-08
2016-934;GABRIEL AGHION;427;3627;2016-06-15;2016-06-17
2016-1233;FRANCOIS OZON;45;1784;2016-10-31;2016-11-04
2016-961;STEPHANE ROBELIN;259;5284;2016-05-11;2016-05-11
2016-1256;AMANDA STHERS;543;4192;2016-08-29;2016-08-29
2016-976;AVRIL BESSON;402;3794;2016-11-02;2016-11-02
2016-1273;FREDERIC MERMOUD;229;4387;2016-10-31;2016-10-31
2016-997;VALERIE LEMERCIER;557;97;2016-04-27;2016-04-27
2020-3;Elie Wajeman;812;288;2020-01-02;2020-01-02
2016-999;ADITYA CHOPRA;82;5362;2016-05-31;2016-05-31
2016-1332;EMMANUEL FINKIEL;388;4332;2016-08-30;2016-08-30
2016-2559;TONIE MARSHALL;609;4590;2016-10-18;2016-10-18
2016-1341;NATHAN SILVER;777;2066;2016-08-31;2016-08-31
2016-2566;COLOMBE SAVIGNAC;459;2952;2016-08-02;2016-08-02
2016-1359;XIANCHENG DENG;738;4464;2016-03-29;2016-03-29
2020-1032;Sébastien Laugier;22;4357;2020-11-28;2020-11-28
2016-1373;FREDERIC FORESTIER;584;3990;2016-03-17;2016-03-18
2020-1058;Kilian Riedhof;854;2465;2020-11-11;2020-11-11
2016-1383;THOMAS LANGMANN;737;3142;2016-08-24;2016-08-25
2020-1065;JEROME CORNUAU;267;1633;2020-12-15;2020-12-15
2016-1389;MANUEL BOURSINHAC;602;4874;2016-01-15;2016-01-15
2020-1067;David Morley;539;3688;2020-12-15;2020-12-15
2020-73;Antoine GARCEAU - Marc FITOUSSI;204;103;2020-02-07;2020-02-07
2020-1068;David Morley;539;3894;2020-12-15;2020-12-16
2020-100;IGOR GOTESMAN;242;1722;2020-02-10;2020-02-10
2016-1026;YUKI SAITO;347;4795;2016-03-04;2016-03-04
2020-104;Antoine GARCEAU - Marc FITOUSSI;204;789;2020-02-10;2020-02-10
2016-2646;JEANNE HERRY;2;3728;2016-10-10;2016-10-10
2020-106;Ludovic  HUDSON;794;3202;2020-02-17;2020-02-17
2016-2653;NICOLAS GUICHETEAU;588;919;2016-11-02;2016-11-10
2020-116;FRED CAVAYÉ;32;2829;2020-03-18;2020-03-18
2016-1040;ANNE FONTAINE;559;3902;2016-09-09;2016-09-09
2016-1419;MANUEL BOURSINHAC;602;4874;2016-01-11;2016-01-12
2016-1051;TONIE MARSHALL;609;2218;2016-11-24;2016-11-24
2016-1451;ARNAUD DESPLESCHIN;491;470;2016-10-05;2016-10-05
2016-1066;GUILLAUME CANET;273;2935;2016-02-15;2016-02-15
2016-1469;LUCIEN JEAN BAPTISTE;300;3809;2016-02-08;2016-02-08
2016-1090;ZABOU BREITMAN;131;4345;2016-10-01;2016-10-01
2016-1487;ROMAIN LEVY;269;2565;2016-08-08;2016-08-08
2020-1088;Sylvie Verheyde;739;4861;2020-12-22;2020-12-22
2020-202;IGOR GOTESMAN;242;3690;2020-05-19;2020-05-20
2020-1110;Sylvie Verheyde;739;5116;2020-12-22;2020-12-22
2020-204;IGOR GOTESMAN;242;3675;2020-05-19;2020-05-19
2020-1122;Sylvie Verheyde;739;4281;2020-12-22;2020-12-22
2016-1490;VALERIE LEMERCIER;557;5437;2016-05-10;2016-05-10
2020-1140;Sylvie Verheyde;739;4043;2020-12-22;2020-12-22
2016-1491;ERICK ZONCA;258;3404;2016-06-07;2016-06-07
2020-1143;Sylvie Verheyde;739;4043;2020-12-22;2020-12-22
2016-1515;MELANIE LAURENT;653;2485;2016-05-03;2016-05-03
2016-1101;MAXIME GOVARE;338;2048;2016-09-27;2016-09-27
2016-1526;VIRGINE SCSWARTZ;529;1654;2016-11-16;2016-11-16
2016-1105;AUDREY DANA;718;2824;2016-03-18;2016-03-18
2016-1553;GUILLAUME CANET;273;2705;2016-02-16;2016-02-16
2016-1118;CHANG KEUN CHUN;770;1524;2016-10-22;2016-10-22
2016-1573;ERIC LE ROUX;41;929;2016-10-01;2016-10-01
2016-1127;LIU CHUN-CHIEN;521;5203;2016-12-12;2016-12-12
2016-1582;NICOLAS GUICHETEAU;588;4756;2016-11-25;2016-11-25
2016-2682;YVAN ATTAL;432;216;2016-11-28;2016-11-28
2020-243;Gabriel Julien Laférriere;159;3627;2020-06-22;2020-06-24
2016-2753;JEAN FRANCOIS DAVY;850;4581;2016-06-02;2016-06-03
2020-251;Christophe Barratier;231;2242;2020-06-26;2020-06-26
2020-1164;Eric Baudelaire;826;598;2020-12-12;2020-12-12
2020-282;JULIUS BERG;862;4092;2020-07-20;2020-07-20
2020-1167;Eric Baudelaire;826;4176;2020-12-12;2020-12-13
2016-45;NOVEMIE LVOVSKY;189;653;2016-04-20;2016-04-21
2020-1172;Aurélie Saada;699;1931;2020-12-11;2020-12-16
2016-67;JEAN FRANCOIS DAVY;850;2892;2016-06-16;2016-06-16
2020-1175;Lauriane Escaffre, Yvonnick Muller;435;819;2020-12-28;2020-12-29
2016-79;THIBAUD MARTIN;36;5423;2016-03-01;2016-03-01
2016-1228;ADITYA CHOPRA;82;4607;2016-05-31;2016-05-31
2016-89;L. COLBEAU JUSTIN;110;717;2016-02-22;2016-02-22
2016-1241;SAID KHEDIRI;635;4023;2016-10-08;2016-10-08
2016-96;JEAN FRANCOIS DAVY;850;3968;2016-06-16;2016-06-16
2016-1246;MARTIN WOOD;532;4084;2016-11-29;2016-11-29
2016-97;JULIEN HALLARD;493;3219;2016-07-11;2016-07-11
2016-1258;NICOLAS SILHOL;166;4144;2016-03-04;2016-03-04
2016-1605;ERIC GUIRADO;825;5289;2016-09-08;2016-09-08
2016-1266;PHILIPPE GARREL;351;1875;2016-07-07;2016-07-07
2016-1676;L. COLBEAU JUSTIN;110;564;2016-03-15;2016-03-15
2016-1292;GUILLAUME CANET;273;2075;2016-03-03;2016-03-03
2020-303;Francois OZON;787;1156;2020-07-15;2020-07-15
2016-2783;OLIVIER MEYS;93;5122;2016-10-03;2016-10-03
2020-320;Francois OZON;787;5216;2020-07-24;2020-07-24
2020-10;EVE DEBOISE;642;4660;2020-01-02;2020-01-03
2020-327;Inès Reg, Kevin Debonne;321;3796;2020-07-28;2020-07-28
2020-46;EVE DEBOISE;642;4367;2020-01-29;2020-01-29
2019-267;Tristan SEGUELA;206;1101;2019-03-06;2019-03-07
2016-1321;LIDIA TERKI;636;2439;2016-02-19;2016-02-19
2019-273;ADRIEN PIQUET-GAUTHIER ET SIMON ISTOLAINEN;101;2639;2019-03-22;2019-03-22
2016-1376;NOVEMIE LVOVSKY;189;653;2016-04-25;2016-04-25
2019-600;ANTOINE CHEVROLLIER;80;3302;2019-06-19;2019-06-19
2020-87;IGOR GOTESMAN;242;2117;2020-02-10;2020-02-10
2019-621;;666;4350;2019-06-16;2019-06-17
2019-691;JEAN PASCAL ZADI ET JOHN WAXXX;788;4150;2019-06-12;2019-06-12
2020-88;IGOR GOTESMAN;242;2637;2020-02-10;2020-02-10
2019-1591;ANTOINE DE MAXIMY;315;262;2019-12-11;2019-12-12
2019-693;Oded Ruskin;247;3121;2019-06-22;2019-06-22
2020-90;IGOR GOTESMAN;242;2637;2020-02-10;2020-02-10
2019-1603;Frankie WALLACH;793;504;2019-11-21;2019-11-21
2019-694;Jean-Marc BRONDOLO;704;3759;2019-06-21;2019-06-21
2020-105;Antoine GARCEAU - Marc FITOUSSI;204;453;2020-02-10;2020-02-10
2016-101;NICOLAS BARY;453;4196;2016-09-08;2016-09-08
2019-1042;Darren Star;222;4370;2019-08-21;2019-08-22
2020-107;Ludovic  HUDSON;794;3202;2020-02-17;2020-02-17
2016-139;ARNAUD MALHERBE;127;2176;2016-03-15;2016-03-16
2019-1048;Nicolas Guicheteau;229;3189;2019-09-10;2019-09-10
2016-1397;JEANNE HERRY;2;5381;2016-09-29;2016-09-29
2016-155;CHARLOTTE BRANDSTROM;358;1257;2016-07-15;2016-07-15
2019-1295;Damien Chazelle, Houda Benyamina, Laila Marrakchi, Alan Poul;764;2862;2019-10-03;2019-10-04
2016-1399;AGNES OBDIA;448;3677;2016-08-01;2016-08-01
2016-174;TEDDY LUSSI MODESTE;111;5358;2016-09-06;2016-09-06
2019-1319;Darren Star;222;60;2019-10-08;2019-10-08
2016-1402;THOMAS LANGMANN;737;1720;2016-08-26;2016-08-26
2016-179;FRANCOIS OZON;45;761;2016-11-14;2016-11-15
2019-437;Hervé HADMAR;698;2900;2019-04-26;2019-04-26
2016-1449;FABRICE GOBERT;345;4355;2016-09-08;2016-09-08
2016-185;MANUEL BOURSINHAC;602;4529;2016-01-09;2016-01-09
2019-454;Hervé HADMAR;698;4117;2019-04-29;2019-04-29
2016-1463;VINCENT PRIMAULT;304;1835;2016-04-18;2016-04-18
2016-1686;STEPHAN KOPECKY;332;2275;2016-03-31;2016-03-31
2019-1415;Darren Star;222;456;2019-10-17;2019-10-18
2016-1465;HALL HARTLEY;685;4232;2016-08-04;2016-08-04
2016-1721;OLIVIER AYACHE VIDAL;284;810;2016-10-10;2016-10-10
2019-1418;Darren Star;222;446;2019-10-18;2019-10-18
2020-150;ANNE DEPETRINI;83;4774;2020-02-28;2020-02-29
2016-1739;FRED GARSON;498;4990;2016-04-06;2016-04-06
2019-1354;Anna Cazanave-Cambet;185;3996;2019-10-15;2019-10-16
2020-154;Thomas Gilou;565;5143;2020-02-27;2020-02-27
2016-1744;ADITYA CHOPRA;82;5066;2016-02-25;2016-02-25
2019-1363;Anna Cazanave-Cambet;185;1629;2019-10-15;2019-10-16
2020-187;Gabriel Julien Laférriere;159;4951;2020-03-13;2020-03-13
2016-1745;NOVEMIE LVOVSKY;189;858;2016-04-08;2016-04-08
2019-1370;Anna Cazanave-Cambet;185;1540;2019-10-18;2019-10-19
2020-198;IGOR GOTESMAN;242;2374;2020-05-20;2020-05-20
2016-1752;AMANDA STHERS;543;3475;2016-07-26;2016-07-27
2018-1460;Etgar KERET et Shira GEFFEN;350;3589;2018-11-30;2018-12-01
2020-203;IGOR GOTESMAN;242;3690;2020-05-19;2020-05-20
2016-1758;MARIE GAREL WEISS;392;669;2016-11-14;2016-11-14
2018-1463;Eric Toledano et Olivier Nakache;293;4161;2018-11-14;2018-11-17
2020-206;IGOR GOTESMAN;242;3675;2020-05-19;2020-05-19
2016-1765;LUCIEN JEAN BAPTISTE;300;4007;2016-02-08;2016-02-08
2019-1094;XAVIER GIANNOLI;160;1179;2019-09-06;2019-09-07
2016-1519;THOMAS LANGMANN;737;1272;2016-08-31;2016-08-31
2016-1776;SEBASTIEN CIRADE;468;4588;2016-03-10;2016-03-10
2019-1104;Suzanne Lindon;709;4720;2019-09-20;2019-09-20
2016-1524;YVAN ATTAL;432;3603;2016-11-03;2016-11-03
2020-371;Nolwenn Lemesle;495;4172;2020-08-12;2020-08-13
2019-1105;Suzanne Lindon;709;2699;2019-09-17;2019-09-17
2016-1556;LISA AZUELOS;175;1260;2016-03-09;2016-03-09
2019-1627;Azazel Jacobs;264;3245;2019-12-03;2019-12-03
2019-1113;Suzanne Lindon;709;56;2019-09-11;2019-09-11
2016-1564;JEAN FRANCOIS DAVY;850;4867;2016-06-08;2016-06-08
2018-1296;CEDRIC KLAPISCH;198;1552;2018-10-29;2018-10-30
2019-1386;VLADIMIR DE FONTENAY/MARIE MONGE;838;2741;2019-10-08;2019-10-10
2016-1572;GABRIEL AGHION;427;3271;2016-06-10;2016-06-10
2016-207;OLIVIER MEYS;93;2596;2016-09-27;2016-09-27
2019-1399;Darren Star;222;1809;2019-10-15;2019-10-15
2016-1575;JEANNE HERRY;2;3777;2016-10-11;2016-10-11
2016-216;NATHAN SILVER;777;1227;2016-08-23;2016-08-23
2018-754;Etienne Chatiliez;750;2849;2018-07-11;2018-07-11
2020-213;IGOR GOTESMAN;242;289;2020-05-19;2020-05-19
2016-284;VALERIE LEMERCIER;557;2079;2016-04-21;2016-04-21
2018-771;Justine Triet;415;1343;2018-07-03;2018-07-03
2020-238;Renaud Bertrand;320;2091;2020-06-26;2020-06-28
2016-1787;ADITYA CHOPRA;82;5158;2016-02-25;2016-02-25
2018-786;Etienne Chatiliez;750;3597;2018-07-19;2018-07-20
2020-245;Gabriel Julien Laférriere;159;3979;2020-06-22;2020-06-24
2016-1808;FREDERIC JARDIN;229;1712;2016-05-26;2016-06-14
2018-1493;Frederic Farrucci;410;2109;2018-12-05;2018-12-06
2020-277;MARCELA SAID;54;2339;2020-07-02;2020-07-02
2016-1833;THIERRY DE PERRETI;834;4973;2016-06-16;2016-06-17
2019-159;Ludovic Bergery;369;964;2019-02-13;2019-02-13
2016-7;HALL HARTLEY;685;1685;2016-08-05;2016-08-05
2016-1845;FRED GARSON;498;4147;2016-04-12;2016-04-12
2016-17;ADITYA CHOPRA;82;3953;2016-05-17;2016-05-17
2016-1849;LIDIA TERKI;636;4351;2016-02-09;2016-02-09
2016-1590;JALIL LESPERT;308;922;2016-02-08;2016-02-12
2016-1850;JALIL LESPERT;308;4985;2016-02-18;2016-02-18
2016-1631;MAURICE BARTHELEMY;489;5446;2016-10-05;2016-10-05
2016-1869;VINCENT PRIMAULT;304;1107;2016-04-06;2016-04-06
2016-1634;NICOLAS BEDOS;585;1868;2016-02-09;2016-02-09
2016-1875;THIERRY DE PERRETI;834;4978;2016-06-16;2016-06-17
2016-1640;NAIDRA AYADI;467;5319;2016-11-22;2016-11-24
2020-449;NICOLAS HERDT;333;5428;2020-09-03;2020-09-03
2016-1679;VALERIE LEMERCIER;557;16;2016-05-03;2016-05-03
2020-512;Anais Volpé;230;2074;2020-10-01;2020-10-01
2019-179;Alexandre Laurent;431;276;2019-03-07;2019-03-07
2016-1682;ADITYA CHOPRA;82;4387;2016-06-02;2016-06-02
2019-312;(Matt Quezada) 2nde equipe Paris Xavier Roy;840;2518;2019-03-25;2019-03-26
2018-1357;Katia LEWKOWICZ;260;389;2018-11-09;2018-11-09
2019-503;JEAN PASCAL ZADI ET JOHN WAXXX;788;2064;2019-05-30;2019-05-30
2020-319;Francois OZON;787;1282;2020-07-25;2020-07-25
2019-325;ANNE FONTAINE;654;1115;2019-03-27;2019-03-27
2018-1358;ANTOINE GARCEAU;295;4188;2018-11-07;2018-11-07
2019-1454;David LANZMANN;192;1470;2019-11-05;2019-11-07
2020-331;Antoinette Boulat;813;3059;2020-08-04;2020-08-05
2019-331;ERIC JUDOR;650;1393;2019-04-03;2019-04-03
2019-707;FRANCK GASTAMBIDE;837;2080;2019-06-25;2019-06-25
2018-798;Jean-Philippe Amar;229;2452;2018-07-13;2018-07-13
2020-333;Antoinette Boulat;813;1044;2020-08-04;2020-08-05
2019-346;Alex Zamm;735;3367;2019-04-01;2019-04-01
2019-1290;Quentin Reynaud;151;3800;2019-10-08;2019-10-08
2018-803;Lea FAZER;591;1834;2018-07-09;2018-07-09
2020-356;Sandrine Kiberlain;829;712;2020-08-17;2020-08-19
2016-297;JEANNE HERRY;2;4131;2016-10-03;2016-10-03
2019-1296;Darren Star;222;1247;2019-10-07;2019-10-07
2018-810;Damon Thomas;341;4586;2018-07-17;2018-07-17
2019-271;Daniel COHEN;349;1158;2019-03-11;2019-03-11
2016-305;JEFFREY REINER;761;4171;2016-12-09;2016-12-09
2019-1323;Darren Star;222;60;2019-10-09;2019-10-10
2018-829;stéphanie murat;704;711;2018-07-16;2018-07-16
2019-630;Marc RECUENCO;225;308;2019-06-15;2019-06-15
2016-341;ADITYA CHOPRA;82;5230;2016-05-27;2016-05-27
2019-1325;THOMAS BOURGUIGNON;713;3784;2019-10-07;2019-10-08
2018-1528;Elsa Bennett - Hippolyte Dard;58;1064;2018-12-07;2018-12-07
2016-110;CHARLOTTE BRANDSTROM;358;5423;2016-07-15;2016-07-15
2016-348;FABRICE GOBERT;345;906;2016-10-04;2016-10-04
2018-1396;Eric Toledano et Olivier Nakache;293;4778;2018-11-13;2018-11-14
2018-1557;Murielle Magellan;92;2105;2018-12-14;2018-12-14
2016-113;LOUIS FARGE;96;4605;2016-09-22;2016-09-22
2016-378;FREDERIC MERMOUD;229;4419;2016-10-31;2016-10-31
2018-1506;CEDRIC KLAPISCH;198;4226;2018-12-06;2018-12-06
2019-467;Jean-Philippe Amar;229;748;2019-05-20;2019-05-20
2016-116;NICOLAS GUICHETEAU;588;2415;2016-12-06;2016-12-09
2016-1885;TONIE MARSHALL;609;3682;2016-10-18;2016-10-18
2019-418;Ludovic COLBEAU JUSTIN;447;3501;2019-04-13;2019-04-13
2019-486;Damien Chazelle;764;985;2019-05-15;2019-05-16
2016-118;LEA MAZER;594;4608;2016-04-28;2016-04-28
2016-1903;YISHU YANG;623;4332;2016-03-09;2016-03-10
2019-430;Ziad DOUEIRI;114;2383;2019-04-10;2019-04-11
2019-492;Laurent TUEL;588;5188;2019-05-17;2019-05-18
2016-124;OLIVIER MEYS;93;5171;2016-10-03;2016-10-03
2016-1905;DOMINIC SAVAGE;765;4796;2016-10-19;2016-10-19
2019-442;Noemie Saglio - Renaud Bertrand;649;4246;2019-04-19;2019-04-20
2019-1474;Antoine GARCEAU - Marc FITOUSSI;204;2995;2019-11-05;2019-11-06
2016-129;NICOLAS SILHOL;166;2082;2016-03-07;2016-03-07
2016-1926;RACHID HAMI;405;3160;2016-07-18;2016-07-22
2019-443;Ludovic COLBEAU JUSTIN;447;5158;2019-04-20;2019-04-20
2019-1476;Antoine GARCEAU - Marc FITOUSSI;204;5195;2019-11-07;2019-11-07
2016-140;ERIC LE ROUX;41;2403;2016-04-11;2016-04-11
2016-1942;CHRISTOPHE CAMPOS;153;4028;2016-05-27;2016-05-27
2019-446;LUCIEN JEAN BAPTISTE;299;1636;2019-04-30;2019-04-30
2019-1480;Antoine GARCEAU - Marc FITOUSSI;204;3095;2019-11-06;2019-11-06
2016-168;CYPRIEN VIAL;221;3831;2016-07-06;2016-07-06
2016-1974;DENIS THYBAUD;332;1415;2016-05-16;2016-05-16
2019-450;LUCIEN JEAN BAPTISTE;299;2677;2019-05-09;2019-05-09
2019-1483;;726;3217;2019-11-05;2019-11-08
2016-1701;AUDREY ESTROUGO;289;2420;2016-04-12;2016-04-12
2020-524;Jérôme Commandeur;309;685;2020-10-01;2020-10-01
2019-455;Hervé HADMAR;698;4117;2019-04-29;2019-04-29
2019-1497;Bruno Dumont;627;3718;2019-10-31;2019-10-31
2016-1707;LEONOR SERRAILLE;328;4126;2016-02-19;2016-02-19
2020-543;Hugo GÉLIN;54;4384;2020-09-29;2020-09-30
2019-1423;Mathias Malzieu;833;2576;2019-10-22;2019-10-24
2018-852;Gabriel Julien-Laferrière;109;1868;2018-07-31;2018-08-01
2016-1756;MAURICE BARTHELEMY;489;2298;2016-09-05;2016-09-05
2020-557;Carine Tardieu;500;3634;2020-09-30;2020-09-30
2019-1356;Anna Cazanave-Cambet;185;2426;2019-10-17;2019-10-17
2018-864;Jean-Philippe Amar;229;3260;2018-07-30;2018-08-01
2020-381;Sandrine Kiberlain;829;3984;2020-08-21;2020-08-21
2020-562;Catherine Corsini;397;4176;2020-10-04;2020-10-04
2018-1429;Guillaume LUBRANO et François DESCRAQUES;183;3914;2018-11-20;2018-11-21
2019-1587;ANTOINE DE MAXIMY;315;262;2019-12-04;2019-12-05
2020-403;Bruno Mercier;629;98;2020-10-07;2020-10-07
2020-564;Gabriel Julien Laferrière;108;3382;2020-10-07;2020-10-08
2018-1450;Matthieu DELAPORTE et Alexandre DE LA PATELLIÈRE;449;1393;2018-11-26;2018-11-30
2018-1276;Jezabel MARQUES NAKACHE;729;1731;2018-11-02;2018-11-02
2020-405;Francois OZON;787;1405;2020-08-20;2020-08-21
2019-362;Claus DREXLER;820;1381;2019-03-26;2019-03-27
2018-1467;Valérie Donzelli;606;4138;2018-11-27;2018-11-27
2018-1278;Stéphane Malhuret;153;4475;2018-11-05;2018-11-05
2020-432;CAMILLE DELAMARRE ET FRANCK BRETT;71;5465;2020-09-04;2020-09-05
2019-1662;Nadege Loiseau;792;384;2019-12-02;2019-12-09
2019-1109;Suzanne Lindon;709;3304;2019-09-17;2019-09-17
2018-1292;Hirokazu Kore-Eda;422;4822;2018-11-06;2018-11-07
2020-435;Elsa Bennett et Hippolyte Dard;358;1161;2020-09-14;2020-09-14
2019-1678;Louis LETERRIER;54;5292;2019-12-04;2019-12-04
2019-1122;Suzanne Lindon;709;4110;2019-09-20;2019-09-20
2018-1293;Hirokazu Kore-Eda;422;297;2018-11-09;2018-11-10
2020-441;Audrey Estrougo;744;5341;2020-09-10;2020-09-10
2018-1036;Matt bloom, Ronan Burke, Robert Burke;632;3846;2018-09-10;2018-09-10
2019-1126;AUDREY DANA;291;4268;2019-09-17;2019-09-17
2019-249;Eli Ben-David;360;1900;2019-03-16;2019-03-16
2019-1607;Nadege Loiseau;792;3277;2019-11-20;2019-11-20
2018-1045;Matt bloom, Ronan Burke;632;429;2018-09-06;2018-09-06
2019-1393;Octave RASPAIL et Nicolas HERDT;610;1902;2019-10-28;2019-10-29
2019-1519;Jim Bagdonas;578;4338;2019-11-12;2019-11-12
2019-1609;Frankie WALLACH;793;1110;2019-11-25;2019-11-25
2016-420;L. COLBEAU JUSTIN;110;4936;2016-03-10;2016-03-10
2018-749;NICOLAS VANIER;365;2830;2018-07-03;2018-07-03
2019-1521;Jim Bagdonas;578;4268;2019-11-12;2019-11-12
2018-1304;;620;4409;2018-10-25;2018-10-25
2016-470;DAMIEN MARIC;469;3972;2016-02-16;2016-02-16
2018-1502;Elsa Bennett - Hippolyte Dard;58;5348;2018-12-03;2018-12-03
2019-1530;Jim Bagdonas;578;1158;2019-11-13;2019-11-13
2018-1019;Pierre Aknin, Philippe Larue;620;2470;2018-08-29;2018-08-30
2016-486;JEREMIE RENIER;478;3688;2016-08-08;2016-08-08
2019-163;Roman Polanski;313;4550;2019-02-20;2019-02-21
2018-889;Julius Berg;620;3461;2018-07-30;2018-07-30
2016-223;COLOMBE SAVIGNAC;459;1515;2016-06-27;2016-07-02
2016-1986;MICHEL HAZANAVICIUS;457;5418;2016-08-08;2016-08-08
2019-164;Tristan SEGUELA;206;3065;2019-02-09;2019-02-10
2018-905;Nicolas Herdt;824;1542;2018-08-08;2018-08-09
2016-245;CHRISTOPHE CAMPOS;153;113;2016-11-09;2016-11-10
2016-1999;FRED GARSON;498;4147;2016-04-11;2016-04-11
2018-912;Elia Suleiman;311;4047;2018-08-12;2018-08-12
2016-249;JALIL LESPERT;308;3986;2016-03-01;2016-03-03
2016-2001;DENIS THYBAUD;332;3298;2016-06-06;2016-06-06
2018-922;Maïmouna Doucouré;505;4768;2018-08-06;2018-08-06
2016-251;CHAD CHENOUGA;408;4896;2016-04-25;2016-04-25
2016-2036;TEDDY LUSSI MODESTE;111;6;2016-09-07;2016-09-07
2018-923;;774;5237;2018-08-05;2018-08-05
2016-290;VINCENT PRIMAULT;304;4008;2016-04-04;2016-04-04
2016-2051;JAMES FOLEY;263;1557;2016-07-19;2016-07-20
2019-170;Jeanne Herry;257;3812;2019-02-15;2019-02-15
2019-185;Roman Polanski;313;4257;2019-02-25;2019-02-25
2016-292;ARNAUD MALHERBE;127;4546;2016-04-26;2016-04-26
2020-663;Hugo GÉLIN;54;2659;2020-10-16;2020-10-16
2019-175;Alexandre Laurent;431;1493;2019-03-05;2019-03-06
2019-206;Alexandre Laurent;431;3012;2019-03-11;2019-03-12
2016-1791;SOU ABADI;128;1048;2016-05-10;2016-05-10
2020-676;Charles Van Tieghem;265;1624;2020-10-20;2020-10-21
2019-1440;Raphael Marriq;690;4877;2019-10-26;2019-10-26
2019-216;Christophe Honoré;589;4841;2019-03-15;2019-03-16
2016-1793;RACHID HAMI;405;1548;2016-06-27;2016-06-27
2019-123;Roman Polanski;313;3776;2019-01-31;2019-02-01
2019-520;Damien Chazelle;764;1753;2019-05-22;2019-05-24
2018-811;Damon Thomas;341;3730;2018-07-19;2018-07-19
2019-571;PIERRE AKNINE;810;4692;2019-05-30;2019-05-30
